Problem Size;Sequential;Parallel
1;0.000
2;0.000
3;0.000
4;0.001
5;0.001
6;0.004
7;0.036
8;0.050
9;0.074
10;0.123
11;0.209
12;0.925
13;0.766
14;1.322
15;2.375
16;4.524
17;9.183
18;18.163
19;40.638
20;69.259
