Problem Size;Sequential;Parallel
1;0.000
2;0.000
3;0.000
4;0.001
5;0.001
6;0.002
7;0.036
8;0.050
9;0.838
10;0.124
11;0.901
12;0.436
13;0.665
14;1.193
15;2.289
16;4.482
17;9.103
18;18.255
19;44.602
20;70.208
