Problem Size;Sequential;Parallel
1;1.725
2;0.699
3;0.037
4;0.918
5;0.089
6;0.168
7;0.299
8;0.650
9;0.964
10;1.793
11;3.869
12;7.551
13;17.753
14;93.178
15;226.443
