Problem Size;Sequential;Parallel
1;4.500
2;0.279
3;0.364
4;0.051
5;1.054
6;0.296
7;0.774
8;1.107
9;0.893
10;1.823
11;3.870
12;7.621
13;18.018
14;55.256
15;196.925
