Problem Size;Sequential;Parallel
1;0.000
2;0.000
3;0.000
4;0.001
5;0.001
6;0.002
7;0.428
8;0.050
9;0.617
10;1.044
11;0.208
12;0.430
13;0.671
14;1.193
15;2.277
16;4.486
17;9.216
18;18.093
19;40.224
20;69.680
