Problem Size;Sequential;Parallel
1;2.297
2;0.378
3;0.035
4;0.054
5;0.089
6;0.162
7;0.312
8;0.726
9;1.087
10;1.810
11;3.847
12;7.742
13;18.352
14;74.121
15;215.851
