Problem Size;Sequential;Parallel
1;2.398
2;0.570
3;0.047
4;0.080
5;0.735
6;0.246
7;0.454
8;0.788
9;1.516
10;3.014      
11;6.399
12;13.595
13;34.281
14;100.284
15;304.411
