Problem Size;Sequential;Parallel
1;1.801
2;0.273
3;0.048
4;0.081
5;0.838
6;0.449
7;0.585
8;1.211
9;1.571
10;3.101
11;6.376
12;13.804
13;45.184
14;165.781
15;272.034
