Problem Size;Sequential;Parallel
1;1.656
2;0.059
3;0.722
4;0.110
5;0.097
6;0.420
7;0.445
8;0.565
9;1.055
10;1.892
11;3.770
12;7.665
13;17.816
14;48.008
15;162.338
