Problem Size;2;4;8;16
1;2.398;1.078;1.801;0.961
2;0.570;0.880;0.273;0.111
3;0.047;0.222;0.048;0.661
4;0.080;0.088;0.081;0.109
5;0.735;0.150;0.838;1.168
6;0.246;0.287;0.449;0.468
7;0.454;0.653;0.585;0.739
8;0.788;1.068;1.211;0.836
9;1.516;3.534;1.571;1.534
10;3.014;3.691;3.101;3.119
11;6.399;6.249;6.376;6.388
12;13.595;13.719;13.804;13.694
13;34.281;39.704;45.184;41.672
14;100.284;93.062;165.781;89.260
15;304.411;268.636;272.034;369.482
