Problem Size;2;4;8;16
1;0.020;3.383;0.046;2.384
2;0.596;3.651;1.354;7.687
3;14.591;9.543;3.662;7.408
4;1.943;14.424;8.966;1.306
5;0.778;41.251;0.446;11.292
6;4.434;4.704;28.777;7.305
7;1.197;1.597;2.732;2.260
8;10.209;41.636;5.582;2.823
9;3.406;77.662;2.117;4.757
10;12.324;13.729;10.985;35.531
11;8.971;23.474;37.895;9.063
12;41.603;14.592;33.354;16.063
13;154.491;42.174;51.232;46.388
14;114.545;190.687;179.213;169.596
15;357.597;353.972;394.124;348.670
