Problem Size;Sequential;Parallel
1;1.078
2;0.880
3;0.222
4;0.088
5;0.150
6;0.287
7;0.653
8;1.068
9;3.534
10;3.691
11;6.249
12;13.719
13;39.704
14;93.062
15;268.636
